gene,methylation_expr_corr,scaling_factor,modulation_type
NUTF2,0.008344404,1.0083444,enhancement
NUTM1,0.01525445,1.0152545,enhancement
NUTM2A,0.00691312,1.0069131,enhancement
NVL,0.096043676,1.0960437,enhancement
NWD1,-0.07189454,0.9281055,suppression
NWD2,0.032472733,1.0324727,enhancement
NXN,0.0020513872,1.0020514,enhancement
NXNL1,0.02078543,1.0207855,enhancement
NXPH2,0.032000877,1.0320009,enhancement
NXPH3,-0.053118106,0.9468819,suppression
NXPH4,0.007074421,1.0070745,enhancement
NYAP1,-0.07827722,0.92172277,suppression
OAF,0.026809352,1.0268093,enhancement
OARD1,-0.0026688396,0.99733114,suppression
OAS2,-0.30231997,0.69768,suppression
OASL,-0.038410615,0.9615894,suppression
OAT,-0.13611458,0.8638854,suppression
OAZ1,0.050091468,1.0500915,enhancement
OAZ3,-0.038646057,0.96135396,suppression
OBSCN,-0.036081973,0.96391803,suppression
OCEL1,-0.061548103,0.9384519,suppression
OCIAD1,0.019578082,1.0195781,enhancement
OCLN,-0.2018644,0.7981356,suppression
ODC1,-0.29589102,0.70410895,suppression
OGDH,0.07922284,1.0792228,enhancement
OGFOD1,-0.027232403,0.9727676,suppression
OGFOD2,-0.00050840405,0.9994916,suppression
OGFOD3,-0.030822868,0.9691771,suppression
OGFR,0.087713204,1.0877132,enhancement
OGFRL1,-0.022124015,0.977876,suppression
OGG1,-0.046232183,0.95376784,suppression
OIP5,-0.030969428,0.96903056,suppression
OLA1,0.0038403422,1.0038403,enhancement
OLFM1,-0.15077081,0.8492292,suppression
OLFM2,-0.09157777,0.90842223,suppression
OLIG2,-0.026910264,0.97308975,suppression
OLMALINC,-0.010795744,0.9892042,suppression
OMA1,0.04241602,1.042416,enhancement
ONECUT1,-0.015944654,0.98405534,suppression
ONECUT3,-0.017126853,0.98287314,suppression
OOEP,0.0017594586,1.0017594,enhancement
OPA1,0.011119279,1.0111192,enhancement
OPCML,-0.011107025,0.988893,suppression
OPN3,0.017570207,1.0175703,enhancement
OPRD1,0.007065668,1.0070657,enhancement
OPRK1,-0.06365035,0.93634963,suppression
OPRL1,0.024558075,1.0245581,enhancement
OPTN,-0.031010846,0.96898913,suppression
OR2Z1,-0.0066571417,0.9933429,suppression
OR3A3,-0.018009504,0.9819905,suppression
OR6C65,0.012472724,1.0124727,enhancement
OR7E91P,-0.06535087,0.9346491,suppression
OR8B8,0.029651528,1.0296515,enhancement
OR8S1,-0.019906275,0.9800937,suppression
ORAI1,-0.0029832707,0.9970167,suppression
ORAI2,0.045020256,1.0450202,enhancement
ORAI3,-0.17210406,0.82789594,suppression
ORC2,0.017962938,1.0179629,enhancement
ORC5,0.019103168,1.0191032,enhancement
ORC6,0.05976656,1.0597665,enhancement
ORMDL3,0.07042131,1.0704213,enhancement
OS9,0.014869251,1.0148692,enhancement
OSBP2,0.01842843,1.0184284,enhancement
OSBPL10,-0.110985704,0.8890143,suppression
OSBPL1A,-0.0050417823,0.9949582,suppression
OSBPL2,-0.005477371,0.99452263,suppression
OSBPL3,-0.27396545,0.7260345,suppression
OSBPL5,0.02190913,1.0219091,enhancement
OSBPL6,-0.053880576,0.9461194,suppression
OSBPL9,-0.21238826,0.7876117,suppression
OSCP1,0.0032441604,1.0032442,enhancement
OSER1,-0.051656157,0.9483439,suppression
OSGIN2,-0.039889432,0.96011055,suppression
OSR2,-0.14070639,0.8592936,suppression
OST4,-0.047141634,0.9528584,suppression
OSTF1,-0.050917387,0.9490826,suppression
OSTM1,-0.052538782,0.94746125,suppression
OTOP1,-0.004622891,0.9953771,suppression
OTOP3,0.009734444,1.0097344,enhancement
OTOS,0.031368107,1.0313681,enhancement
OTUB2,-0.05771037,0.94228965,suppression
OTUD3,0.029608604,1.0296086,enhancement
OTUD4,0.070718765,1.0707188,enhancement
OTUD5,-0.04623513,0.95376486,suppression
OTUD6A,-0.019975392,0.98002464,suppression
OTULIN,-0.015275167,0.9847248,suppression
OTX1,0.009026838,1.0090269,enhancement
OVCA2,-0.026734786,0.97326523,suppression
OVOL1,0.01006996,1.01007,enhancement
OXCT1,-0.11291886,0.88708115,suppression
OXCT2,-0.09932206,0.9006779,suppression
OXGR1,-0.091523245,0.90847677,suppression
OXLD1,0.04060661,1.0406066,enhancement
OXSM,0.008758444,1.0087584,enhancement
OXT,-0.24542274,0.7545773,suppression
OXTR,-0.073176295,0.92682374,suppression
P2RX2,-0.16233492,0.8376651,suppression
P2RY1,-0.08527261,0.9147274,suppression
P2RY2,-0.22200571,0.7779943,suppression
P2RY6,0.16356173,1.1635617,enhancement
P2RY8,-0.3381743,0.66182566,suppression
P3H2,-0.20688026,0.7931197,suppression
PA2G4,0.03003824,1.0300382,enhancement
PAAF1,0.034241088,1.0342411,enhancement
PABPC5,-0.14465007,0.8553499,suppression
PACRG,-0.081249624,0.9187504,suppression
PACS1,0.06660877,1.0666088,enhancement
PACS2,0.06646406,1.0664641,enhancement
PACSIN2,0.0044738315,1.0044738,enhancement
PACSIN3,-0.04945686,0.95054317,suppression
PADI2,-0.007788399,0.9922116,suppression
PAFAH1B1,0.03047539,1.0304754,enhancement
PAFAH1B2,-0.058328383,0.9416716,suppression
PAGE5,-0.06319179,0.9368082,suppression
PAICS,0.05787653,1.0578766,enhancement
PAIP2,-0.04823959,0.9517604,suppression
PAIP2B,-0.007717458,0.99228257,suppression
PAK1,-0.03381253,0.9661875,suppression
PAK6,-0.09132265,0.90867734,suppression
PALB2,0.040020347,1.0400203,enhancement
PALD1,-0.017817652,0.9821823,suppression
PALLD,-0.1156907,0.8843093,suppression
PALM,-0.29847303,0.701527,suppression
PAM,-0.32087252,0.67912745,suppression
PAN2,0.05811133,1.0581113,enhancement
PAN3,0.06420654,1.0642066,enhancement
PANK1,-0.2675364,0.7324636,suppression
PANK2,-0.02246771,0.97753227,suppression
PANK3,0.07523797,1.075238,enhancement
PANK4,0.040042315,1.0400423,enhancement
PANX1,-0.0033937576,0.99660623,suppression
PANX2,-0.17953767,0.82046235,suppression
PAOX,-0.0053907945,0.9946092,suppression
PAPLN,-0.008928016,0.991072,suppression
PAPOLG,0.048242956,1.0482429,enhancement
PAPSS2,-0.056625307,0.9433747,suppression
PAQR5,-0.15177605,0.8482239,suppression
PAQR9,-0.003778682,0.9962213,suppression
PARD3,-0.02850636,0.97149366,suppression
PARD3B,0.005288569,1.0052886,enhancement
PARD6B,0.03966434,1.0396644,enhancement
PARD6G,0.0013068666,1.0013069,enhancement
PARK7,-0.039450597,0.9605494,suppression
PARL,0.03301446,1.0330144,enhancement
PARM1,0.037047762,1.0370477,enhancement
PARN,-0.07631444,0.92368555,suppression
PARP1,-0.06398637,0.93601364,suppression
PARP14,0.010138092,1.010138,enhancement
PARP16,0.057910632,1.0579107,enhancement
PARP2,0.014320422,1.0143204,enhancement
PARP3,0.045328863,1.0453289,enhancement
PARP4,-0.070791,0.929209,suppression
PARP6,-0.034502342,0.9654977,suppression
PARP8,-0.17025222,0.8297478,suppression
PARP9,-0.043939747,0.95606023,suppression
PARS2,0.042519517,1.0425196,enhancement
PARVA,-0.017919514,0.98208046,suppression
PARVB,-0.25926128,0.74073875,suppression
PATZ1,0.023263823,1.0232638,enhancement
PAWR,-0.0842566,0.9157434,suppression
PAX1,-0.027763428,0.9722366,suppression
PAX2,0.009452185,1.0094522,enhancement
PAX3,-0.013937435,0.9860626,suppression
PAX5,0.027227554,1.0272275,enhancement
PAX6,0.025292259,1.0252923,enhancement
PAX7,0.015936356,1.0159364,enhancement
PAX8,-0.71842384,0.28157616,suppression
PAX9,0.1918972,1.1918972,enhancement
PAXBP1,0.018627392,1.0186274,enhancement
PAXIP1,0.046377733,1.0463778,enhancement
PBLD,-0.043273512,0.9567265,suppression
PBX1,0.096843645,1.0968436,enhancement
PBX2,0.053539615,1.0535396,enhancement
PBX3,-0.053926203,0.9460738,suppression
PC,-0.008531746,0.99146825,suppression
PCAT19,0.011957479,1.0119575,enhancement
PCBD1,-0.017366981,0.982633,suppression
PCBD2,0.033660695,1.0336607,enhancement
PCBP1,0.015639879,1.0156399,enhancement
PCBP4,-0.0069153053,0.99308467,suppression
PCCA,-0.03992923,0.9600708,suppression
PCCB,-0.018576238,0.98142374,suppression
PCDH10,-0.015186361,0.98481363,suppression
PCDH19,-0.04126824,0.9587318,suppression
PCDH9,-0.042517126,0.9574829,suppression
PCDHAC1,-0.018723669,0.98127633,suppression
PCDHAC2,0.0030859567,1.003086,enhancement
PCDHB13,-0.2334619,0.7665381,suppression
PCDHB8,-0.097299986,0.9027,suppression
PCDHGA10,-0.011464291,0.9885357,suppression
PCDHGA3,0.0760408,1.0760407,enhancement
PCDHGB2,0.025180388,1.0251803,enhancement
PCDHGB3,0.025100559,1.0251006,enhancement
PCDHGB5,-0.23652524,0.76347476,suppression
PCDHGB6,0.04279293,1.0427929,enhancement
PCDHGC3,-0.06430884,0.9356912,suppression
PCDHGC4,0.010262612,1.0102626,enhancement
PCED1A,0.0042942576,1.0042943,enhancement
PCED1B,-0.04983463,0.9501654,suppression
PCGF1,-0.01427946,0.9857205,suppression
PCGF2,-0.0054836185,0.9945164,suppression
PCGF5,-0.036648642,0.96335137,suppression
PCID2,0.0051655597,1.0051656,enhancement
PCIF1,0.11523417,1.1152341,enhancement
PCK2,0.022114564,1.0221145,enhancement
PCM1,0.067632854,1.0676329,enhancement
PCMT1,-0.009067582,0.9909324,suppression
PCMTD1,0.056843013,1.056843,enhancement
PCMTD2,0.03909618,1.0390962,enhancement
PCNA,0.02196327,1.0219632,enhancement
PCNP,-0.053146493,0.9468535,suppression
PCNT,0.050404813,1.0504048,enhancement
PCSK1,-0.07472957,0.92527044,suppression
PCSK4,0.04104983,1.0410498,enhancement
PCSK5,-0.09240517,0.9075948,suppression
PCSK6,-0.23886675,0.76113325,suppression
PCSK7,0.070939,1.070939,enhancement
PCSK9,-0.07510728,0.9248927,suppression
PCYOX1,0.08496556,1.0849656,enhancement
PCYOX1L,0.0014275436,1.0014275,enhancement
PCYT1A,0.035667717,1.0356677,enhancement
PCYT1B,-0.013800527,0.9861995,suppression
PCYT2,0.0021624968,1.0021625,enhancement
PDAP1,-0.030114517,0.96988547,suppression
PDCD1,-0.31048217,0.68951786,suppression
PDCD10,-0.011287216,0.9887128,suppression
PDCD2,0.0044697626,1.0044698,enhancement
PDCD5,-0.05973891,0.94026107,suppression
PDCD6,-0.01923655,0.98076344,suppression
PDCD7,0.045566842,1.0455668,enhancement
PDE10A,-0.023837663,0.9761623,suppression
PDE11A,0.02174634,1.0217464,enhancement
PDE12,-0.024730043,0.97527,suppression
PDE1C,-0.10745162,0.8925484,suppression
PDE3A,-0.0779952,0.9220048,suppression
PDE4B,-0.16984986,0.8301501,suppression
PDE4C,0.09077442,1.0907744,enhancement
PDE4D,-0.008036321,0.9919637,suppression
PDE5A,-0.010243425,0.9897566,suppression
PDE6B,-0.00067724695,0.9993228,suppression
PDE6D,-0.009328035,0.990672,suppression
PDE7A,0.0093936175,1.0093936,enhancement
PDE8A,-0.078181215,0.9218188,suppression
PDE8B,-0.10944721,0.89055276,suppression
PDE9A,-0.120475195,0.8795248,suppression
PDF,-0.052822378,0.94717765,suppression
PDGFA,-0.03224154,0.9677585,suppression
PDGFC,-0.15722705,0.84277296,suppression
PDHB,0.028597608,1.0285976,enhancement
PDHX,0.009022941,1.009023,enhancement
PDIA3,-0.023181278,0.97681874,suppression
PDIA4,-0.02312478,0.97687525,suppression
PDIA6,-0.07858793,0.92141205,suppression
PDIK1L,0.01313839,1.0131384,enhancement
PDK1,0.024231343,1.0242313,enhancement
PDK2,-0.10792044,0.8920796,suppression
PDK3,-0.056128487,0.9438715,suppression
PDLIM1,-0.21578495,0.78421503,suppression
PDLIM3,-0.091701284,0.90829873,suppression
PDP2,0.015258851,1.0152589,enhancement
PDPK1,0.018571703,1.0185717,enhancement
PDSS2,0.10437551,1.1043755,enhancement
PDX1,-0.021888634,0.9781114,suppression
PDXDC1,-0.029334204,0.9706658,suppression
PDXK,0.00032641913,1.0003264,enhancement
PDXP,0.012521185,1.0125211,enhancement
PDZD11,-0.015003146,0.98499686,suppression
PDZRN4,0.05134607,1.0513461,enhancement
PECR,-0.12610558,0.87389445,suppression
PEF1,0.046587378,1.0465873,enhancement
PEG10,-0.22734115,0.7726588,suppression
PEG3,-0.18807434,0.81192565,suppression
PELI2,-0.024586141,0.97541386,suppression
PELI3,-0.01119383,0.9888062,suppression
PELP1,0.074991986,1.074992,enhancement
PEPD,-0.13417771,0.8658223,suppression
PER1,-0.044300027,0.9557,suppression
PER2,0.031852555,1.0318526,enhancement
PER3,-0.045385256,0.95461476,suppression
PERM1,0.031114694,1.0311147,enhancement
PEX11A,0.0024739774,1.002474,enhancement
PEX11B,-0.04070364,0.95929635,suppression
PEX11G,-0.01786755,0.98213243,suppression
PEX12,0.03395972,1.0339597,enhancement
PEX16,-0.04641495,0.953585,suppression
PEX19,0.19115204,1.1911521,enhancement
PEX2,-0.0483549,0.9516451,suppression
PEX26,0.027749868,1.0277499,enhancement
PEX5L,-0.10893489,0.8910651,suppression
PFAS,0.04119682,1.0411968,enhancement
PFDN1,-0.009632389,0.9903676,suppression
PFDN2,0.018526355,1.0185263,enhancement
PFDN6,-0.036337066,0.9636629,suppression
PFKFB2,-0.16329111,0.8367089,suppression
PFKFB3,-0.047374003,0.952626,suppression
PFKM,-0.011145936,0.98885405,suppression
PFKP,-0.24324298,0.756757,suppression
PFN1,0.056042098,1.0560421,enhancement
PFN2,-0.011549288,0.9884507,suppression
PFN3,-0.0005082048,0.9994918,suppression
PFN4,0.024944723,1.0249448,enhancement
PGA3,-0.023910576,0.9760894,suppression
PGAM1,-0.022788541,0.9772115,suppression
PGAM4,0.0145501625,1.0145502,enhancement
PGAP1,0.004758019,1.004758,enhancement
PGAP2,-0.0029390133,0.997061,suppression
PGBD1,-0.14767796,0.85232204,suppression
PGBD2,-0.048447695,0.95155233,suppression
PGBD4,-0.016749138,0.98325086,suppression
PGD,-0.0013835555,0.99861646,suppression
PGGT1B,-0.12498729,0.8750127,suppression
PGK1,-0.061486013,0.938514,suppression
PGLYRP1,-0.029874634,0.9701254,suppression
PGM1,-0.023953151,0.97604686,suppression
PGM2L1,-0.021297,0.978703,suppression
PGM3,-0.11796739,0.88203263,suppression
PGP,0.067595184,1.0675952,enhancement
PGPEP1,-0.0124843465,0.9875156,suppression
PGR,-0.3043805,0.69561946,suppression
PGRMC1,-0.10955358,0.8904464,suppression
PGS1,-0.043875746,0.95612425,suppression
PHAX,-0.05213617,0.9478638,suppression
PHC1,0.034727253,1.0347272,enhancement
PHC2,0.044998158,1.0449982,enhancement
PHC3,-0.005018161,0.9949818,suppression
PHEX,0.12813663,1.1281366,enhancement
PHF1,0.032993637,1.0329937,enhancement
PHF10,-0.01832196,0.98167807,suppression
PHF19,-0.05203932,0.9479607,suppression
PHF2,0.075835444,1.0758355,enhancement
PHF21A,0.052047953,1.052048,enhancement
PHF23,-0.01680124,0.98319876,suppression
PHF3,-0.042002268,0.95799774,suppression
PHF5A,0.067116745,1.0671167,enhancement
PHF7,0.026206352,1.0262064,enhancement
PHKA1,-0.09803542,0.9019646,suppression
PHKA2,-0.028553167,0.9714468,suppression
PHKB,-0.037831467,0.9621685,suppression
PHKG1,0.005090695,1.0050907,enhancement
PHKG2,0.054351743,1.0543517,enhancement
PHLDA1,-0.07087647,0.9291235,suppression
PHLDA2,-0.0010043771,0.9989956,suppression
PHLDB3,-0.026806256,0.97319376,suppression
PHOSPHO2,-0.031908166,0.96809185,suppression
PHRF1,0.008870307,1.0088704,enhancement
PHTF1,0.03946714,1.0394671,enhancement
PHTF2,-0.023241071,0.97675896,suppression
PHYH,-0.08285411,0.9171459,suppression
PHYHD1,-0.54144996,0.45855004,suppression
PHYKPL,-0.053831026,0.94616896,suppression
PIAS1,0.029585041,1.029585,enhancement
PIAS2,-0.066366054,0.9336339,suppression
PIAS4,0.079533786,1.0795338,enhancement
PICALM,0.009056091,1.0090561,enhancement
PID1,0.0067946515,1.0067947,enhancement
PIDD1,0.043743983,1.043744,enhancement
PIEZO1,0.047393925,1.0473939,enhancement
PIEZO2,-0.44653133,0.5534687,suppression
PIF1,0.0031153443,1.0031153,enhancement
PIFO,-0.07244484,0.92755514,suppression
PIGA,-0.14805734,0.85194266,suppression
PIGB,0.06723143,1.0672314,enhancement
PIGC,-0.0132490415,0.98675096,suppression
PIGF,-0.07952513,0.9204749,suppression
PIGG,0.031124992,1.031125,enhancement
PIGH,0.089742504,1.0897425,enhancement
PIGK,-0.06030999,0.93969,suppression
PIGL,0.039210934,1.0392109,enhancement
PIGN,0.09332618,1.0933262,enhancement
PIGO,-0.03283853,0.9671615,suppression
PIGP,-0.015227308,0.9847727,suppression
PIGU,0.00038675935,1.0003867,enhancement
PIGV,0.0067533287,1.0067533,enhancement
PIGX,0.08604996,1.0860499,enhancement
PIGY,-0.069863796,0.9301362,suppression
PIGZ,0.005047173,1.0050472,enhancement
PIH1D1,-0.036106367,0.96389365,suppression
PIH1D3,-0.00034058793,0.9996594,suppression
PIK3CD,-0.43409765,0.56590235,suppression
PIK3R1,-0.0153093515,0.98469067,suppression
PIK3R2,0.12879297,1.128793,enhancement
PIK3R3,-0.018221416,0.98177856,suppression
PIK3R4,-0.0050392034,0.9949608,suppression
PIKFYVE,0.014972093,1.0149721,enhancement
PILRB,0.08044334,1.0804434,enhancement
PIM1,-0.06867074,0.93132925,suppression
PIM2,-0.017905375,0.98209465,suppression
PIM3,0.09197553,1.0919756,enhancement
PIN4,-0.101483546,0.8985165,suppression
PIP4K2B,0.024180971,1.024181,enhancement
PIP5K1B,-0.0664623,0.9335377,suppression
PIP5KL1,-0.04213594,0.95786405,suppression
PITPNA,0.060541343,1.0605414,enhancement
PITPNB,0.00629797,1.006298,enhancement
PITPNC1,0.00050116703,1.0005012,enhancement
PITPNM3,0.044801902,1.044802,enhancement
PITX2,-0.13243505,0.8675649,suppression
PITX3,-0.028122768,0.9718772,suppression
PIWIL1,-0.02176843,0.97823155,suppression
PIWIL2,-0.2052207,0.7947793,suppression
PKD2,-0.08793274,0.91206723,suppression
PKD2L2,-0.013887726,0.9861123,suppression
PKHD1L1,0.15924115,1.1592412,enhancement
PKIB,0.046230886,1.0462309,enhancement
PKIG,0.0051532085,1.0051532,enhancement
PKM,0.09244827,1.0924482,enhancement
PKN1,-0.020453373,0.9795466,suppression
PKN3,-0.101230174,0.89876986,suppression
PKNOX1,0.10590719,1.1059072,enhancement
PKP2,-0.07280454,0.9271954,suppression
PLA2R1,-0.22678159,0.7732184,suppression
PLAG1,-0.0010979527,0.998902,suppression
PLAGL1,-0.1797612,0.8202388,suppression
PLAU,-0.09153321,0.9084668,suppression
PLAUR,-0.09366756,0.90633243,suppression
PLBD1,0.043728914,1.043729,enhancement
PLCB1,-0.2342835,0.7657165,suppression
PLCB3,-0.004602619,0.9953974,suppression
PLCB4,-0.22791268,0.77208734,suppression
PLCD1,-0.20713273,0.7928673,suppression
PLCE1,-0.27968916,0.7203108,suppression
PLCG2,0.026864499,1.0268645,enhancement
PLCH2,0.098845646,1.0988456,enhancement
PLCXD1,-0.11160259,0.8883974,suppression
PLCXD2,-0.017419614,0.98258036,suppression
PLD2,0.04080481,1.0408049,enhancement
PLEK2,-0.13361388,0.8663861,suppression
PLEKHA1,0.07177831,1.0717783,enhancement
PLEKHA3,-0.061481513,0.93851846,suppression
PLEKHA6,0.29444095,1.294441,enhancement
PLEKHA7,-0.042721078,0.9572789,suppression
PLEKHA8,-4.31913e-05,0.9999568,suppression
PLEKHA8P1,-0.040021524,0.95997846,suppression
PLEKHB1,-0.061511617,0.93848836,suppression
PLEKHD1,-0.014585549,0.98541445,suppression
PLEKHF1,-0.22045663,0.7795434,suppression
PLEKHF2,-0.035243206,0.9647568,suppression
PLEKHG2,-0.10105684,0.8989432,suppression
PLEKHG3,-0.065645285,0.9343547,suppression
PLEKHG4,-0.14809643,0.85190356,suppression
PLEKHG5,-0.011243099,0.9887569,suppression
PLEKHG6,-0.27443656,0.7255634,suppression
PLEKHH1,-0.057526555,0.9424735,suppression
PLEKHH3,-0.03685819,0.9631418,suppression
PLEKHJ1,-0.018674647,0.9813253,suppression
PLEKHM2,0.018425602,1.0184256,enhancement
PLEKHM3,-0.04689562,0.9531044,suppression
PLEKHN1,-0.021504644,0.97849536,suppression
PLGRKT,-0.01829088,0.9817091,suppression
PLIN5,-0.022437625,0.97756237,suppression
PLK2,0.029105945,1.0291059,enhancement
PLK3,-0.02368953,0.9763105,suppression
PLK4,-0.062173788,0.9378262,suppression
PLK5,0.054079518,1.0540795,enhancement
PLLP,-0.092089996,0.90791,suppression
PLOD2,-0.25996518,0.7400348,suppression
PLRG1,-0.11208045,0.88791955,suppression
PLS1,-0.015048088,0.9849519,suppression
PLSCR1,-0.055952165,0.9440478,suppression
PLSCR2,-0.21113336,0.78886664,suppression
PLSCR4,-0.04316242,0.9568376,suppression
PLVAP,-0.1906691,0.8093309,suppression
PLXNA2,0.028450986,1.028451,enhancement
PLXNA3,0.00075946224,1.0007595,enhancement
PLXNB1,0.07395559,1.0739555,enhancement
PLXNB3,-0.030669011,0.96933097,suppression
PLXND1,0.016034143,1.0160341,enhancement
PMEPA1,-1.5224473e-05,0.9999848,suppression
PMF1,0.02337546,1.0233755,enhancement
PML,0.0937807,1.0937808,enhancement
PMM1,0.043256104,1.043256,enhancement
PMP22,-0.0959757,0.9040243,suppression
PMPCA,0.024289345,1.0242894,enhancement
PMS2,-0.07660956,0.92339045,suppression
PMS2P1,0.088696174,1.0886961,enhancement
PMS2P5,-0.0426992,0.9573008,suppression
PMVK,-0.009563389,0.9904366,suppression
PNCK,-0.11195049,0.8880495,suppression
PNKD,0.040735,1.040735,enhancement
PNLDC1,-0.252929,0.747071,suppression
PNMA1,-0.010021043,0.98997897,suppression
PNP,-0.02257437,0.97742563,suppression
PNPLA1,0.0020728393,1.0020728,enhancement
PNPLA3,-0.0065866653,0.9934133,suppression
PNPLA4,-0.084444545,0.9155555,suppression
PNPLA5,0.007771695,1.0077717,enhancement
PNPO,-0.05047164,0.94952834,suppression
PNPT1,0.10483831,1.1048384,enhancement
POC1A,0.00091861613,1.0009186,enhancement
POC1B,0.03512392,1.035124,enhancement
POC5,-0.07571402,0.924286,suppression
PODN,-0.07516574,0.92483425,suppression
PODXL2,-0.19826987,0.80173016,suppression
POFUT1,0.06183453,1.0618346,enhancement
POGK,0.104407415,1.1044074,enhancement
POGLUT1,0.041697286,1.0416973,enhancement
POLA1,-0.14426483,0.8557352,suppression
POLA2,0.033988047,1.033988,enhancement
POLD1,-0.04403204,0.95596796,suppression
POLD3,-0.023746645,0.97625333,suppression
